name,domain,status,passed,steps,nl_statement,lean4_code
Rudin_exercise_3_5,Analysis,success,True,3,"For any two real sequences $\left\{a_{n}\right\},\left\{b_{n}\right\}$, prove that $\limsup _{n \rightarrow \infty}\left(a_{n}+b_{n}\right) \leq \limsup _{n \rightarrow \infty} a_{n}+\limsup _{n \rightarrow \infty} b_{n},$ provided the sum on the right is not of the form $\infty-\infty$.","import Mathlib

/-- Rudin exercise 3.5: For real sequences a_n, b_n one has
    limsup_{n→∞} (a_n + b_n) ≤ limsup_{n→∞} a_n + limsup_{n→∞} b_n,
    provided the sum on the right is not of the form ∞ - ∞.

This file gives a direct Lean formulation of the statement; the proof is omitted. -/

theorem limsup_add_le {a b : ℕ → ℝ} :
  Filter.limsup (fun n => a n + b n) ≤ (Filter.limsup a + Filter.limsup b) := by sorry
"
Rudin_exercise_4_4b,Analysis,success,True,3,"Let $f$ and $g$ be continuous mappings of a metric space $X$ into a metric space $Y$, and let $E$ be a dense subset of $X$. Prove that if $g(p) = f(p)$ for all $p \in P$ then $g(p) = f(p)$ for all $p \in X$.","import Mathlib

/-- Let f and g be continuous mappings of a metric space X into a metric space Y,
    and let E be a dense subset of X. Prove that if g(p) = f(p) for all p in E
    then g(p) = f(p) for all p in X. -/

theorem Rudin_exercise_4_4b {X : Type _} {Y : Type _} [MetricSpace X] [MetricSpace Y]
  {f g : X → Y} (hf : Continuous f) (hg : Continuous g) {E : Set X} (hE : Dense E)
  (hfg : ∀ p ∈ E, g p = f p) : ∀ p : X, g p = f p := by sorry
"
Rudin_exercise_4_1a,Analysis,success,True,2,Suppose $f$ is a real function defined on $\mathbb{R}$ which satisfies $\lim_{h \rightarrow 0} f(x + h) - f(x - h) = 0$ for every $x \in \mathbb{R}$. Show that $f$ does not need to be continuous.,"import Mathlib

/-!
Exercise: Suppose f is a real function defined on ℝ which satisfies
  lim_{h→0} f(x+h) - f(x-h) = 0 for every x ∈ ℝ.
Show that f does not need to be continuous.

Example: f(x) = 1 if x = 0, and f(x) = 0 otherwise. This has a removable
discontinuity at 0 but for every x the symmetric difference f(x+h)-f(x-h)
converges to 0 as h → 0.
-/

theorem Rudin_exercise_4_1a :
  ∃ f : ℝ → ℝ,
    (∀ x : ℝ, Tendsto (fun h : ℝ => f (x + h) - f (x - h)) (nhds 0) (nhds 0)) ∧
    ¬ Continuous (fun x : ℝ => f x) := by
  sorry
"
Rudin_exercise_4_3,Analysis,success,True,3,Let $f$ be a continuous real function on a metric space $X$. Let $Z(f)$ (the zero set of $f$ ) be the set of all $p \in X$ at which $f(p)=0$. Prove that $Z(f)$ is closed.,"import Mathlib

/-!
Exercise (Rudin 4.3).
Let X be a metric space and f : X → ℝ a continuous function.
Let Z(f) := { p ∈ X | f p = 0 }. Prove that Z(f) is closed.
-/

variable {X : Type _} [MetricSpace X] {f : X → ℝ}

theorem Rudin_exercise_4_3 (hf : Continuous f) : IsClosed { p : X | f p = 0 } := by
  -- proof omitted
  sorry
"
Rudin_exercise_3_21,Analysis,success,True,3,"If $\left\{E_{n}\right\}$ is a sequence of closed nonempty and bounded sets in a complete metric space $X$, if $E_{n} \supset E_{n+1}$, and if $\lim _{n \rightarrow \infty} \operatorname{diam} E_{n}=0,$ then $\bigcap_{1}^{\infty} E_{n}$ consists of exactly one point.","import Mathlib

/-
Rudin, Principles of Mathematical Analysis, Exercise 3.21 (translation to Lean4)
If {E_n} is a sequence of closed nonempty and bounded sets in a complete metric space X,
if E_n ⊇ E_{n+1}, and if diam E_n → 0, then ⋂_{n=1}^∞ E_n consists of exactly one point.

This file states the theorem. The proof is omitted (``by sorry'').
-/

theorem Rudin_exercise_3_21 {X : Type _} [MetricSpace X] [CompleteSpace X] (E : ℕ → Set X)
  (h_closed : ∀ n, IsClosed (E n))
  (h_nonempty : ∀ n, (E n).Nonempty)
  (h_bdd : ∀ n, Bounded (E n))
  (h_mono : ∀ n, E n ⊇ E (n+1))
  -- instead of using `diam` we express the diameter condition directly:
  (h_diam : ∀ ε > 0, ∃ N, ∀ n, n ≥ N → ∀ x y, x ∈ E n → y ∈ E n → dist x y < ε) :
  ∃! x, x ∈ ⋂ n, E n := by sorry
"
Rudin_exercise_4_11a,Analysis,success,True,2,Suppose $f$ is a uniformly continuous mapping of a metric space $X$ into a metric space $Y$ and prove that $\left\{f\left(x_{n}\right)\right\}$ is a Cauchy sequence in $Y$ for every Cauchy sequence $\{x_n\}$ in $X$.,"import Mathlib

/--
Suppose f is a uniformly continuous mapping of a metric space X into a metric space Y.
Then for every Cauchy sequence x : ℕ → X, the sequence f ∘ x is a Cauchy sequence in Y.
-/
theorem Rudin_exercise_4_11a {X Y : Type _} [MetricSpace X] [MetricSpace Y] {f : X → Y}
  (hf : UniformContinuous f) :
  ∀ (x : ℕ → X), IsCauchySeq x → IsCauchySeq (f ∘ x) := by sorry
"
Rudin_exercise_4_8a,Analysis,success,True,3,Let $f$ be a real uniformly continuous function on the bounded set $E$ in $R^{1}$. Prove that $f$ is bounded on $E$.,"import Mathlib
open Set Filter TopologicalSpace Bornology
open scoped ENNReal NNReal Uniformity Topology
open Lean Meta Qq Function
open Metric

/-- Let f be a real uniformly continuous function on the bounded set E in R^1. Prove that f is bounded on E. -/
theorem isBounded_of_uniformContinuous_of_bounded_tac_35206 (f : ℝ → ℝ) (E : Set ℝ) (hE : IsBounded E) (hf : UniformContinuousOn f E) : IsBoundedOn f E := by sorry
"
Rudin_exercise_2_29,Analysis,success,True,3,Prove that every open set in $\mathbb{R}$ is the union of an at most countable collection of disjoint segments.,"import Mathlib

/-!
# Rudin exercise 2.29

Statement: Every open set in ℝ is the union of an at most countable collection of disjoint segments.
-/

open Set

/-- Every open set in ℝ is the union of an at most countable collection of disjoint open intervals. -/
theorem open_set_union_countable_disjoint_intervals {U : Set ℝ} (hU : IsOpen U) :
  ∃ S : Set (Set ℝ),
    Countable S ∧
    (∀ I ∈ S, ∃ a b : ℝ, a < b ∧ I = Ioo a b) ∧
    (∀ I J, I ∈ S → J ∈ S → (I = J ∨ I ∩ J = ∅)) ∧
    U = ⋃₀ S := by sorry
"
Rudin_exercise_4_15,Analysis,success,True,3,Prove that every continuous open mapping of $R^{1}$ into $R^{1}$ is monotonic.,"import Mathlib

/-!
# Rudin exercise 4.15

Statement: Every continuous open mapping of ℝ into ℝ is monotonic.
-/

theorem Rudin_exercise_4_15 (f : ℝ → ℝ) (h_cont : Continuous f) (h_open : IsOpenMap f) :
  Monotone f ∨ Antitone f := by sorry
"
Rudin_exercise_5_1,Analysis,success,True,3,"Let $f$ be defined for all real $x$, and suppose that $|f(x)-f(y)| \leq (x-y)^{2}$ for all real $x$ and $y$. Prove that $f$ is constant.","import Mathlib

/-- Rudin exercise: If f : ℝ → ℝ satisfies |f(x)-f(y)| ≤ (x-y)^2 for all real x,y,
    then f is constant. -/
theorem Rudin_exercise_5_1 (f : ℝ → ℝ) (h : ∀ x y : ℝ, |f x - f y| ≤ (x - y) ^ 2) : ∃ c : ℝ, ∀ x, f x = c := by sorry
"
Rudin_exercise_5_3,Analysis,success,True,2,"Suppose $g$ is a real function on $R^{1}$, with bounded derivative (say $\left|g^{\prime}\right| \leq M$ ). Fix $\varepsilon>0$, and define $f(x)=x+\varepsilon g(x)$. Prove that $f$ is one-to-one if $\varepsilon$ is small enough.","import Mathlib

/--
Suppose g : ℝ → ℝ has bounded derivative |g'| ≤ M. Fix ε > 0 and define f(x) = x + ε g(x).
Then f is one-to-one for sufficiently small ε.
-/

theorem Rudin_exercise_5_3 (g : ℝ → ℝ) (M : ℝ) (hM : 0 ≤ M)
  (hg : Differentiable ℝ g) (hbound : ∀ x : ℝ, |deriv g x| ≤ M) :
  ∃ ε0 : ℝ, ε0 > 0 ∧ ∀ ε : ℝ, |ε| < ε0 → Function.Injective (fun x => x + ε * g x) := by sorry
"
Rudin_exercise_4_21a,Analysis,success,True,3,"Suppose $K$ and $F$ are disjoint sets in a metric space $X, K$ is compact, $F$ is closed. Prove that there exists $\delta>0$ such that $d(p, q)>\delta$ if $p \in K, q \in F$.","import Mathlib

variable {X : Type _} [MetricSpace X] {K F : Set X}

/-- Rudin exercise: If K and F are disjoint subsets of a metric space X, with K compact and F closed,
then there exists δ > 0 such that dist p q ≥ δ for all p ∈ K and q ∈ F. -/
theorem Rudin_exercise_4_21a (hK : IsCompact K) (hF : IsClosed F) (hdisj : Disjoint K F) :
  ∃ δ : ℝ, δ > 0 ∧ ∀ p ∈ K, ∀ q ∈ F, dist p q ≥ δ := by sorry
"
Rudin_exercise_5_5,Analysis,success,True,3,"Suppose $f$ is defined and differentiable for every $x>0$, and $f^{\prime}(x) \rightarrow 0$ as $x \rightarrow+\infty$. Put $g(x)=f(x+1)-f(x)$. Prove that $g(x) \rightarrow 0$ as $x \rightarrow+\infty$.","import Mathlib

open Filter

/--
Suppose f is defined and differentiable for every x>0, and f' x → 0 as x → +∞.
Put g(x) = f(x+1) - f(x). Then g(x) → 0 as x → +∞.
-/
theorem Rudin_exercise_5_5 {f : ℝ → ℝ}
  (h_diff : ∀ x, 0 < x → DifferentiableAt ℝ f x)
  (h_deriv_lim : Tendsto (fun x => deriv f x) atTop (𝓝 0)) :
  Tendsto (fun x => f (x + 1) - f x) atTop (𝓝 0) := by
  sorry
"
Rudin_exercise_4_5b,Analysis,success,True,3,"Show that there exist a set $E \subset \mathbb{R}$ and a real continuous function $f$ defined on $E$, such that there does not exist a continuous real function $g$ on $\mathbb{R}$ such that $g(x)=f(x)$ for all $x \in E$.","import Mathlib

open Set

/-- Rudin, Exercise 4.5(b).
There exists a subset E of ℝ and a function f : E → ℝ which is continuous (as a map from the
subtype E) but which admits no continuous extension g : ℝ → ℝ with g x = f x for all x ∈ E.
A concrete choice is E = {1/(n+1), -1/(n+1) | n : ℕ} and f(1/(n+1)) = 1, f(-1/(n+1)) = -1.
(The proof that this f is continuous on E and cannot be extended continuously to ℝ is omitted.) -/
theorem Rudin_exercise_4_5b :
  ∃ (E : Set ℝ) (f : ↥E → ℝ),
    Continuous f ∧ ¬ ∃ g : ℝ → ℝ, Continuous g ∧ ∀ x : ↥E, g (x : ℝ) = f x := by
  -- Take E = range (fun n => (1 : ℝ) / (n + 1)) ∪ range (fun n => - (1 : ℝ) / (n + 1))
  -- and define f on E by f(x) = 1 if x > 0 and f(x) = -1 if x < 0.
  -- Then f is continuous on E (each point of E is isolated in E) but any continuous extension
  -- to ℝ would force contradictory limits at 0, so no such extension exists.
  sorry
"
Rudin_exercise_5_7,Analysis,success,True,3,"Suppose $f^{\prime}(x), g^{\prime}(x)$ exist, $g^{\prime}(x) \neq 0$, and $f(x)=g(x)=0$. Prove that $\lim _{t \rightarrow x} \frac{f(t)}{g(t)}=\frac{f^{\prime}(x)}{g^{\prime}(x)}.$","import Mathlib

/-- Suppose f'(x), g'(x) exist, g'(x) ≠ 0, and f(x)=g(x)=0. Then
    lim_{t → x} f(t)/g(t) = f'(x)/g'(x).

This is a local form of L'Hôpital's rule in the case where both functions vanish at x. -/
theorem lhopital_local_zero {f g : ℝ → ℝ} {x a b : ℝ}
  (hf : HasDerivAt f a x) (hg : HasDerivAt g b x) (hb : b ≠ 0) (hf0 : f x = 0) (hg0 : g x = 0) :
  Tendsto (fun t => f t / g t) (𝓝 x) (𝓝 (a / b)) := by sorry
"
Munkres_exercise_13_5b,Topology,success,True,3,"Show that if $\mathcal{A}$ is a subbasis for a topology on $X$, then the topology generated by $\mathcal{A}$ equals the intersection of all topologies on $X$ that contain $\mathcal{A}$.","import Mathlib
open Set Filter TopologicalSpace
open Filter Topology

/-- Show that if \mathcal{A} is a subbasis for a topology on X, then the topology generated by \mathcal{A} equals the intersection of all topologies on X that contain \mathcal{A}. -/
theorem generate_subbasis_eq_sInf {X : Type*} (𝒜 : Set (Set X)) (h𝒜 : IsSubbasis 𝒜) :
    generateFrom 𝒜 = sInf { t : TopologicalSpace X | ∀ U ∈ 𝒜, IsOpen t U } := by sorry
"
Rudin_exercise_5_17,Analysis,success,True,3,"Suppose $f$ is a real, three times differentiable function on $[-1,1]$, such that $f(-1)=0, \quad f(0)=0, \quad f(1)=1, \quad f^{\prime}(0)=0 .$ Prove that $f^{(3)}(x) \geq 3$ for some $x \in(-1,1)$.","import Mathlib

/-
Exercise (Rudin 5.17, informal):
Suppose f is a real, three times differentiable function on [-1,1],
such that f(-1) = 0, f(0) = 0, f(1) = 1, f'(0) = 0.
Prove that f^{(3)}(x) ≥ 3 for some x ∈ (-1,1).

This file contains only a formal statement (no proof):
-/

theorem Rudin_exercise_5_17 {f : ℝ → ℝ}
  (h_cont : ContDiffOn ℝ 3 f (Set.Icc (-1:ℝ) 1))
  (h_left : f (-1) = 0)
  (h_zero : f 0 = 0)
  (h_right : f 1 = 1)
  (h_deriv0 : deriv f 0 = 0) :
  ∃ x ∈ Set.Ioo (-1:ℝ) 1, deriv (deriv (deriv f)) x ≥ 3 := by
  sorry
"
Munkres_exercise_13_4b2,Topology,success,True,3,Let $\mathcal{T}_\alpha$ be a family of topologies on $X$. Show that there is a unique largest topology on $X$ contained in all the collections $\mathcal{T}_\alpha$.,"import Mathlib

open Set

/-- A predicate saying a collection of subsets of `X` is a topology. -/
def is_topology {X : Type _} (T : Set (Set X)) : Prop :=
  (∅ : Set X) ∈ T ∧ (univ : Set X) ∈ T ∧
  (∀ U V : Set X, U ∈ T → V ∈ T → U ∩ V ∈ T) ∧
  (∀ S : Set (Set X), S ⊆ T → Set.sUnion S ∈ T)

/-- Given a family `T : ι → Set (Set X)` of topologies on `X`, the intersection
    of all `T i` is a topology, and it is the unique largest topology contained
    in every `T i`. -/
theorem exists_unique_largest_topology {X : Type _} {ι : Sort _} (T : ι → Set (Set X))
  (h : ∀ i, is_topology (T i)) :
  ∃! S : Set (Set X),
    is_topology S ∧ S ⊆ (⋂ i, T i) ∧ (∀ S', is_topology S' → S' ⊆ (⋂ i, T i) → S' ⊆ S) := by
  sorry
"
Munkres_exercise_16_6,Topology,success,True,3,"Show that the countable collection \[\{(a, b) \times (c, d) \mid a < b \text{ and } c < d, \text{ and } a, b, c, d \text{ are rational}\}\] is a basis for $\mathbb{R}^2$.","import Mathlib

open Set

/-- The collection of open rectangles with rational endpoints in R^2. -/
def rational_rectangle_basis_set : Set (Set (ℝ × ℝ)) :=
  { S | ∃ (a b c d : ℚ), (a : ℝ) < (b : ℝ) ∧ (c : ℝ) < (d : ℝ) ∧
      S = Set.prod (Set.Ioo (a : ℝ) (b : ℝ)) (Set.Ioo (c : ℝ) (d : ℝ)) }

/-- Exercise: The countable collection of rational open rectangles is a basis for R^2. -/
theorem Munkres_exercise_16_6 : IsTopologicalBasis rational_rectangle_basis_set ∧ Countable rational_rectangle_basis_set := by
  sorry
"
Munkres_exercise_13_3b,Topology,success,True,3,Show that the collection $$\mathcal{T}_\infty = \{U | X - U \text{ is infinite or empty or all of X}\}$$ does not need to be a topology on the set $X$.,"import Mathlib

open Set

/-- The collection T_inf on a type X: a subset U is in T_inf if the complement
    of U is infinite, or empty, or all of X. -/
def T_inf (X : Type) : Set (Set X) :=
  { U | Set.Infinite ((univ : Set X) \ U) ∨ ((univ : Set X) \ U) = (\empty : Set X) ∨ ((univ : Set X) \ U) = (univ : Set X) }

/-- A simple family of subsets of ℕ: U n = { m | 1 ≤ m ≤ n } (so U 0 = ∅). -/
def U (n : ℕ) : Set ℕ := { m | 1 ≤ m ∧ m ≤ n }

def s_range : Set (Set ℕ) := Set.range U

/-- Counterexample: the family s_range consists of sets each of which has an
    infinite complement, but the union ⋃₀ s_range = {1,2,3,...} has finite
    nonempty complement {0}, so the union is not in T_inf. -/
theorem Munkres_exercise_13_3b : ∃ (s : Set (Set ℕ)), (∀ U ∈ s, U ∈ T_inf ℕ) ∧ Set.sUnion s ∉ T_inf ℕ := by sorry
"
Munkres_exercise_16_1,Topology,success,True,3,"Show that if $Y$ is a subspace of $X$, and $A$ is a subset of $Y$, then the topology $A$ inherits as a subspace of $Y$ is the same as the topology it inherits as a subspace of $X$.","import Mathlib

/-- If Y is a subspace of X, and A is a subset of Y, then the topology A inherits as a subspace
of Y is the same as the topology it inherits as a subspace of X. -/

theorem subspace_subspace_eq {X : Type*} (t : TopologicalSpace X)
  {Y : Set X} {A : Set Y} :
  -- regard A as a subset of X via the subtype mapping (subtype.val : A → X)
  TopologicalSpace.induced (Subtype.val : A → X) t =
    -- first induce t on Y, then induce on A (as subset of Y)
    TopologicalSpace.induced (Subtype.val : A → Y) (TopologicalSpace.induced (Subtype.val : Y → X) t) := by sorry
"
Munkres_exercise_13_4a2,Topology,success,True,3,"If $\mathcal{T}_\alpha$ is a family of topologies on $X$, show that $\bigcup \mathcal{T}_\alpha$ does not need to be a topology on $X$.","import Mathlib

/-- A basic predicate saying a collection of subsets is a topology on X. -/
def is_topology (X : Type) (T : Set (Set X)) : Prop :=
  (∅ : Set X) ∈ T ∧ (univ : Set X) ∈ T ∧
  (∀ 𝓐 : Set (Set X), 𝓐 ⊆ T → ⋃₀ 𝓐 ∈ T) ∧
  (∀ U V : Set X, U ∈ T → V ∈ T → U ∩ V ∈ T)

/-- Concrete counterexample on a three-point set.  Let T1 = {∅, univ, {0}} and
    T2 = {∅, univ, {1}}.  Each is a topology on Fin 3, but their union is not
    closed under unions: {0} ∪ {1} = {0,1} is not in T1 ∪ T2. -/
def T1 : Set (Set (Fin 3)) := ({(∅ : Set (Fin 3)), (univ : Set (Fin 3)), ({0} : Set (Fin 3))} : Set (Set (Fin 3)))

def T2 : Set (Set (Fin 3)) := ({(∅ : Set (Fin 3)), (univ : Set (Fin 3)), ({1} : Set (Fin 3))} : Set (Set (Fin 3)))

theorem union_of_topologies_need_not_be_topology :
  is_topology (Fin 3) T1 ∧ is_topology (Fin 3) T2 ∧ ¬ is_topology (Fin 3) (T1 ∪ T2) := by sorry
"
Munkres_exercise_20_2,Topology,success,True,3,Show that $\mathbb{R} \times \mathbb{R}$ in the dictionary order topology is metrizable.,"import Mathlib

/-!
Show that R × R in the dictionary (lexicographic) order topology is metrizable.
We state the theorem and leave the proof as `by sorry`.
-/

open TopologicalSpace

/-- The lexicographic order on R × R gives a linear order topology (order topology).
We assert that this topology is metrizable. -/

theorem R_mul_R_lexico_metrizable : MetrizableSpace (R × R) := by sorry
"
Munkres_exercise_18_8a,Topology,success,True,3,"Let $Y$ be an ordered set in the order topology. Let $f, g: X \rightarrow Y$ be continuous. Show that the set $\{x \mid f(x) \leq g(x)\}$ is closed in $X$.","import Mathlib

variable {X Y : Type _} [TopologicalSpace X] [LinearOrder Y] [TopologicalSpace Y] [OrderTopology Y]

/-- Let Y be an ordered set in the order topology. Let f, g : X → Y be continuous.
    The set {x | f x ≤ g x} is closed in X. -/
theorem Munkres_exercise_18_8a {f g : X → Y} (hf : Continuous f) (hg : Continuous g) : IsClosed { x | f x ≤ g x } := by
  sorry
"
Munkres_exercise_22_2a,Topology,success,True,3,"Let $p: X \rightarrow Y$ be a continuous map. Show that if there is a continuous map $f: Y \rightarrow X$ such that $p \circ f$ equals the identity map of $Y$, then $p$ is a quotient map.","import Mathlib

/-!
Munkres, Topology, Exercise 22.2(a):
Let p : X → Y be a continuous map. Show that if there is a continuous map f : Y → X such that
p ∘ f = id_Y, then p is a quotient map.
-/

open Topology

variable {X Y : Type*} [TopologicalSpace X] [TopologicalSpace Y]

/-- If p has a continuous right inverse f (so p ∘ f = id), then p is a quotient map. -/
theorem Munkres_exercise_22_2a (p : X → Y) (hp : Continuous p)
  (f : Y → X) (hf : Continuous f) (hpf : p ∘ f = id) : QuotientMap p := by sorry
"
Munkres_exercise_13_8a,Topology,success,True,3,"Show that the collection $\{(a,b) \mid a < b, a \text{ and } b \text{ rational}\}$ is a basis that generates the standard topology on $\mathbb{R}$.","import Mathlib

/-- The collection of open intervals with rational endpoints. -/
def rat_open_intervals : Set (Set ℝ) :=
  { U | ∃ (a b : ℚ), (a : ℝ) < b ∧ U = Ioo (a : ℝ) (b : ℝ) }

/-- Exercise: Show that the collection of open intervals with rational endpoints
    is a basis that generates the standard topology on ℝ. -/
theorem Munkres_exercise_13_8a :
  TopologicalSpace.IsTopologicalBasis rat_open_intervals ∧
  TopologicalSpace.generateFrom rat_open_intervals = (inferInstance : TopologicalSpace ℝ) := by
  sorry
"
Munkres_exercise_21_6b,Topology,success,True,3,"Define $f_{n}:[0,1] \rightarrow \mathbb{R}$ by the equation $f_{n}(x)=x^{n}$. Show that the sequence $\left(f_{n}\right)$ does not converge uniformly.","import Mathlib
open scoped Classical
open Set Function Filter Finset Metric
open scoped Classical
open Topology Nat uniformity NNReal ENNReal

/-- Define $f_{n}:[0,1] \rightarrow \mathbb{R}$ by the equation $f_{n}(x)=x^{n}$. Show that the sequence \left(f_{n}\right) does not converge uniformly. -/
theorem not_tendstoUniformlyOn_pow_extracted (n : ℕ) : ¬TendstoUniformlyOn (fun x => x ^ n) (fun x => x) atTop (Icc 0 1) := by sorry
"
