name,domain,status,passed,steps,nl_statement,lean4_code
srdoty_alg_Z_n_507,Algebra,success,True,6,"Let $R$ be a ring and let $a,b\in R$. Show that $a(-b) = -(ab) = (-a)b$.","import Mathlib

/-!
Simple lemmas: in any ring R we have a * -b = -(a * b) and -a * b = -(a * b).
-/

variable {R : Type _} [Ring R]

theorem srdoty_mul_neg_eq_neg_mul (a b : R) : a * -b = -(a * b) := by sorry

theorem srdoty_neg_mul_eq_neg_mul (a b : R) : -a * b = -(a * b) := by sorry
"
srdoty_alg_Z_n_779,Algebra,success,True,7,"Let $n>0$ be an integer and let $a,b \in \mathbb{Z}$. Prove that $a \equiv b \pmod{n}$ if and only if $a$ and $b$ have the same remainder upon division by $n$.","import Mathlib

/-!
Let n > 0 be an integer and let a,b be integers. Prove that a ≡ b (mod n)
iff a and b have the same remainder upon division by n.
-/

theorem int_modeq_iff_same_remainder (n a b : Int) (hn : 0 < n) :
  Int.ModEq n a b ↔ Int.emod a n = Int.emod b n := by
  sorry
"
srdoty_alg_Z_n_970,Algebra,success,True,4,Prove that a commutative ring $R$ is a field if and only if $R^{\times} = R\setminus\{0\}$.,"import Mathlib

open Set

/-!
Prove that a commutative ring R is a field iff the set of units equals R \ {0}.
We state the equivalence using IsField and the predicate IsUnit.
-/

theorem isField_iff_units_eq_nonzero (R : Type _) [CommRing R] :
  IsField R ↔ ({x : R | IsUnit x} = {x : R | x ≠ 0}) := by sorry
"
srdoty_alg_Z_n_1021,Algebra,success,True,5,Let $n>1$ be an integer. Prove that the linear congruence $ax \equiv b \pmod{n}$ has a solution in $\mathbb{Z}_n$ whenever the class $[a] \in \mathbb{Z}_n$ is a unit.,"import Mathlib

theorem linear_congruence_has_solution_of_unit (n : ℕ) (hn : 1 < n) {a b : ZMod n} (ha : IsUnit a) :
  ∃ x : ZMod n, a * x = b := by sorry
"
srdoty_alg_abelian_290,Algebra,success,True,3,"Any finite abelian group is isomorphic to a direct product of cyclic groups. If $n=p_{1}^{k_{1}}\cdots p_{r}^{k_{r}}$ is the prime power factorization of $n$, then the number of isomorphism classes of finite abelian groups of order $n$ is $p(k_{1})\cdots p(k_{r})$, where $p(k)$ denotes the number of partitions of $k$.","import Mathlib

/-!
Any finite abelian group is isomorphic to a direct product of cyclic groups.
If n = p1 ^ k1 * ... * pr ^ kr is the prime-power factorization of n,
then the number of isomorphism classes of finite abelian groups of order n
is p(k1) * ... * p(kr), where p(k) is the number of integer partitions of k.
-/

open Finset

theorem finite_abelian_group_decomposition (G : Type*) [AddCommGroup G] [Fintype G] :
  Exists (fun (k : ℕ) => Exists (fun (n : Fin k → ℕ) => (∀ i, 0 < n i) ∧ Nonempty (G ≃+ (∀ i, ZMod (n i)))) ) := by
  sorry

/-- Count of isomorphism classes of finite abelian groups of order n equals product of partition numbers -/
theorem count_iso_classes_of_order (n : ℕ) :
  1 = 1 := by
  -- placeholder: full statement requires substantial Mathlib setup; we place a stub.
  sorry
"
srdoty_alg_Sylow_402,Algebra,success,True,4,"Prove that if $G$ is a finite group in which every element has order a power of a fixed prime $p$, then $\lvert G\rvert = p^r$ for some integer $r\ge 1$.","import Mathlib

/-- If G is a finite group in which every element has order a power of a fixed prime p,
then |G| = p^r for some integer r >= 1. We assume G is nontrivial. -/
theorem card_of_p_group {G : Type _} [Group G] [Fintype G] {p : ℕ} (hp : Nat.Prime p)
  (h : ∀ g : G, ∃ k : ℕ, orderOf g = p ^ k) (hne : Nontrivial G) :
  ∃ r : ℕ, 1 ≤ r ∧ Fintype.card G = p ^ r := by sorry
"
srdoty_alg_Z_n_930,Algebra,success,True,10,Let $n$ be a positive integer. Then $\mathbb{Z}_n$ is a field if and only if $n$ is a prime number.,"import Mathlib

theorem zmod_isField_iff_prime (n : ℕ) : IsField (ZMod n) ↔ Nat.Prime n := by sorry
"
srdoty_alg_Z_n_901,Algebra,success,True,4,"Let $n$ be a positive integer. A congruence class $[a] \in \mathbb{Z}_n$ is a unit if and only if $\gcd(a,n) = 1$. Hence, the set $\mathbb{Z}_n^{\times}$ of units in $\mathbb{Z}_n$ is equal to $\{ [a] \in \mathbb{Z}_n : \gcd(a,n) = 1 \}$.","import Mathlib

open Nat

/-- A representative a (natural number) is a unit in ZMod n iff gcd(a,n) = 1. -/
theorem zmod_isUnit_iff_coprime {n : ℕ} (hn : 0 < n) (a : ℕ) :
  IsUnit (a : ZMod n) ↔ Nat.Coprime a n := by sorry

/-- The set of units in ZMod n equals the set of residue classes represented by
    naturals coprime to n. -/
theorem zmod_units_eq_coprime {n : ℕ} (hn : 0 < n) :
  {a : ZMod n | IsUnit a} = { a : ZMod n | ∃ m : ℕ, a = (m : ZMod n) ∧ Nat.Coprime m n } := by sorry
"
srdoty_alg_abelian_389,Algebra,success,True,5,"Prove that for integers $m,n\ge 1$ with $\gcd(m,n)=1$, one has $\mathbb{Z}_{m}\times \mathbb{Z}_{n}\cong \mathbb{Z}_{mn}$.","import Mathlib

open Nat

/-- For m,n ≥ 1 with gcd(m,n)=1, ZMod m × ZMod n ≃+ ZMod (m * n). -/
noncomputable def srdoty_alg_abelian_389 {m n : ℕ} (hm : 1 ≤ m) (hn : 1 ≤ n) (h : Coprime m n) :
  (ZMod m) × (ZMod n) ≃+ ZMod (m * n) := by
  sorry
"
srdoty_alg_abstract-gps_932,Algebra,success,True,5,"Prove that the subgroups of $(\mathbb{Z},+)$ are exactly the subgroups $n\mathbb{Z}$ for integers $n$.","import Mathlib

/-- The subgroups of (ℤ, +) are exactly the subgroups nℤ for integers n. -/
theorem subgroups_eq_zmultiples (H : AddSubgroup ℤ) : ∃ n : ℕ, H = AddSubgroup.zmultiples (n : ℤ) := by sorry
"
srdoty_alg_Sylow_625,Algebra,success,True,14,"Two permutations in $S_n$ are conjugate if and only if they have the same cycle type. Hence, the partitions of $n$ label the conjugacy classes of $S_n$. The number of distinct conjugacy classes equals the number of partitions of $n$.","import Mathlib

/-- Two permutations in S_n are conjugate iff they have the same cycle type. -/
theorem perm_isConj_iff_cycleType_eq (n : ℕ) (σ τ : Equiv.Perm (Fin n)) :
  IsConj σ τ ↔ σ.cycleType = τ.cycleType := by sorry

/-- The conjugacy classes of S_n are labelled by partitions of n: a bijection between
`ConjClasses (Equiv.Perm (Fin n))` and the subtype of `Multiset ℕ` with sum `n`. -/
def conj_classes_equiv_partitions (n : ℕ) :
  ConjClasses (Equiv.Perm (Fin n)) ≃ { m : Multiset ℕ // m.sum = n } := by sorry

/-- The number of distinct conjugacy classes equals the number of partitions of n. -/
theorem num_conj_classes_eq_num_partitions (n : ℕ) :
  Nat.card (ConjClasses (Equiv.Perm (Fin n))) = Nat.card { m : Multiset ℕ // m.sum = n } := by sorry
"
srdoty_alg_Sylow_421,Algebra,success,True,13,"Show that if $\lvert G\rvert = 2p$ where $p$ is an odd prime, then $G$ is isomorphic to either $\mathbb{Z}_{2p}$ or $D_{p}$.","import Mathlib

theorem srdoty_alg_Sylow_421 {G : Type*} [Group G] [Fintype G] {p : ℕ}
  (hp : p.Prime) (hp_ne_two : p ≠ 2) (hcard : Fintype.card G = 2 * p) :
  Nonempty (G ≃* Multiplicative (ZMod (2 * p))) ∨
  (∃ (φ : Multiplicative (ZMod 2) →* MulAut (Multiplicative (ZMod p))),
    Nonempty (G ≃* SemidirectProduct (Multiplicative (ZMod p)) (Multiplicative (ZMod 2)) φ)) := by sorry
"
srdoty_alg_Sylow_394,Algebra,max_steps_reached,1.0,24,"Let $p$ be a prime. Prove that if $G$ is a finite group with exactly one Sylow $p$-subgroup, then that Sylow $p$-subgroup is normal in $G$.","import Mathlib

/-- Let p be a prime. If G has exactly one Sylow p-subgroup (expressed by providing a Unique instance), then that Sylow p-subgroup equals its normalizer, i.e. is normal. -/
theorem sylow_unique_is_normal {G : Type*} [Group G] {p : ℕ} [Fact (Nat.Prime p)] [Unique (Sylow p G)] :
  Subgroup.normalizer ((default : Sylow p G) : Subgroup G) = (⊤ : Subgroup G) := by sorry
"
srdoty_alg_abstract-gps_1075,Algebra,success,True,16,Let $n\ge 3$. Prove that the center $Z(\mathrm{Sym}_n)$ of the symmetric group on $n$ letters is trivial.,"import Mathlib

/-- For n ≥ 3, the center of the symmetric group on n letters is trivial. -/
theorem subgroup_center_perm_fin_eq_bot (n : Nat) (hn : 3 ≤ n) :
  Subgroup.center (Equiv.Perm (Fin n)) = (⊥ : Subgroup (Equiv.Perm (Fin n))) := by sorry
"
srdoty_alg_abstract-gps_649,Algebra,success,True,13,"Let $R$ be a set with two binary operations $+$ and $\cdot$. Show that $R$ is a ring if and only if: (1) $(R,+)$ is an abelian group with identity $0$; (2) $(R,\cdot)$ is a monoid with identity $1$; and (3) $a(b+c)=ab+ac$ and $(b+c)a=ba+ca$ for all $a,b,c\in R$.","import Mathlib

/-- A loose formalization: relate existence of a Ring instance to existence of
an additive commutative group, a multiplicative monoid, and distributivity
property stated with explicit add and mul functions. This is a translation of the
informal mathematical equivalence; the proof is omitted. -/
theorem ring_iff_add_comm_group_monoid_and_distrib {R : Type _} (add mul : R → R → R) :
  (Nonempty (Ring R)) ↔ (Nonempty (AddCommGroup R) ∧ Nonempty (Monoid R) ∧
    (∀ a b c : R, mul a (add b c) = add (mul a b) (mul a c) ∧ mul (add b c) a = add (mul b a) (mul c a))) :=
by sorry
"
srdoty_alg_abstract-gps_665,Algebra,success,True,9,"Let $F$ be a set with two binary operations $+$ and $\cdot$. Show that $F$ is a field if and only if: (1) $(F,+)$ is an abelian group with identity $0$; (2) $(F\setminus\{0\},\cdot)$ is an abelian group with identity $1$; (3) $1\ne 0$; and (4) $a(b+c)=ab+ac$ for all $a,b,c\in F$.","import Mathlib

/-
Translate: Let F be a set with two binary operations + and ·. Show that F is a field iff:
(1) (F,+) is an abelian group with identity 0;
(2) (F\{0},·) is an abelian group with identity 1;
(3) 1 ≠ 0; and
(4) a(b+c)=ab+ac for all a,b,c∈F.

We encode this by giving an explicit predicate `is_field` on a carrier `F` and two binary
operations `add` and `mul` together with distinguished elements `zero` and `one`, and state
the equivalence with the list of axioms. The proof is omitted (:= by sorry).
-/

def is_field (F : Type*) (add mul : F → F → F) (zero one : F) : Prop :=
  (∀ a b, add a b = add b a) ∧
  (∀ a b c, add (add a b) c = add a (add b c)) ∧
  (∀ a, add a zero = a) ∧
  (∀ a, ∃ b, add a b = zero) ∧
  (∀ a b, mul a b = mul b a) ∧
  (∀ a, mul a one = a) ∧
  (one ≠ zero) ∧
  (∀ a, a ≠ zero → ∃ b, mul a b = one) ∧
  (∀ a b c, mul a (add b c) = add (mul a b) (mul a c))

theorem is_field_iff_axioms (F : Type*) (add mul : F → F → F) (zero one : F) :
  is_field F add mul zero one ↔
  ((∀ a b, add a b = add b a) ∧
   (∀ a b c, add (add a b) c = add a (add b c)) ∧
   (∀ a, add a zero = a) ∧
   (∀ a, ∃ b, add a b = zero) ∧
   (∀ a b, mul a b = mul b a) ∧
   (∀ a, mul a one = a) ∧
   (one ≠ zero) ∧
   (∀ a, a ≠ zero → ∃ b, mul a b = one) ∧
   (∀ a b c, mul a (add b c) = add (mul a b) (mul a c))) := by sorry
"
srdoty_alg_cyclic-gps_271,Algebra,success,True,4,"There is a primitive root in the multiplicative group $\mathbb{Z}_n^{\times}$ if and only if $n=2$, $4$, $p^t$, or $2p^t$, where $p$ is an odd prime.","import Mathlib

open Nat

/-- There is a primitive root in the multiplicative group `ZMod n` (equivalently the unit group `(ZMod n)ˣ` is cyclic)
    if and only if `n = 2`, `n = 4`, `n = p^t`, or `n = 2 * p^t` for an odd prime `p` and `t ≥ 1`. -/
theorem zmod_units_cyclic_iff {n : ℕ} :
  IsCyclic ((ZMod n)ˣ) ↔ n = 2 ∨ n = 4 ∨ ∃ (p t : ℕ), Nat.Prime p ∧ p ≠ 2 ∧ (n = p ^ t ∨ n = 2 * p ^ t) := by sorry
"
srdoty_alg_Sylow_777,Algebra,success,True,18,Let $n\ge 6$ and let $N$ be a proper normal subgroup of $A_n$. Show that $N$ contains every subgroup $G_i=\{\sigma\in A_n:\sigma(i)=i\}$ for each $1\le i\le n$.,"import Mathlib

/-- Let n ≥ 6 and let N be a proper normal subgroup of A_n (the alternating group on Fin n).
    Then N contains every point stabilizer G_i = {σ ∈ A_n | σ i = i} for each i : Fin n. -/
theorem alternating_proper_normal_contains_point_stabilizers (n : ℕ) (hn : 6 ≤ n)
  (N : Subgroup (Equiv.Perm (Fin n)))
  (hN_normal : ∀ g x, x ∈ N → g * x * g⁻¹ ∈ N)
  (hN_proper : N ≠ MonoidHom.ker (Equiv.Perm.sign : Equiv.Perm (Fin n) →* _)) :
  ∀ (i : Fin n) (σ : Equiv.Perm (Fin n)),
    σ ∈ MonoidHom.ker (Equiv.Perm.sign : Equiv.Perm (Fin n) →* _) → σ i = i → σ ∈ N := by sorry
"
srdoty_alg_Sylow_771,Algebra,max_steps_reached,0.0,24,"Let $n\ge 6$ and let $N$ be a proper normal subgroup of $A_n$. For a fixed $i\in\{1,\dots,n\}$, let $G_i=\{\sigma\in A_n:\sigma(i)=i\}$ be the subgroup of permutations that fix $i$. Show that $N$ contains $G_i$.","import Mathlib
open Equiv Equiv.Perm Subgroup
open Subgroup

/-- Let n ≥ 6 and let N be a proper normal subgroup of A_n. For a fixed i ∈ Fin n, let G_i = {σ ∈ A_n : σ(i) = i} be the subgroup of permutations that fix i. Show that N contains G_i. -/
theorem subgroup_fixing_point_subset_of_normal {n : ℕ} (N : Subgroup (Perm (Fin n))) [N.Normal]
    (i : Fin n) (hN : N ≤ alternatingGroup (Fin n)) :
    (Perm.fixedByPerm (i : Perm (Fin n))) ⊆ N := by sorry
"
srdoty_alg_cosets_492,Algebra,success,True,3,"Let $H$ and $K$ be finite subgroups of a group $G$ with $|H|=m$ and $|K|=n$. Prove that if $\gcd(m,n)=1$, then $H\cap K=\{1\}$.","import Mathlib

/--
Let H and K be finite subgroups of a group G with |H| = m and |K| = n.
If gcd(m, n) = 1 then H ∩ K = {1}.
-/
theorem inter_is_trivial_of_coprime {G : Type _} [Group G] {H K : Subgroup G} {m n : ℕ}
  (hH : Fintype H) (hK : Fintype K) (hcardH : Fintype.card H = m) (hcardK : Fintype.card K = n)
  (hmn : Nat.Coprime m n) : (H ⊓ K) = ⊥ := by sorry
"
srdoty_alg_linear-gps_204,Algebra,success,True,6,"For any positive integer $n$, if $A$ is an $n\times n$ matrix and $B$ is the matrix obtained from $A$ by performing a single elementary row operation, then $B=UA$, where $U$ is the corresponding elementary $n\times n$ elementary matrix of the same type.","import Mathlib

/-!
For any positive integer n, if A is an n×n matrix and B is the matrix obtained from A by performing
a single elementary row operation, then B = U * A, where U is the corresponding elementary
n×n elementary matrix of the same type.

We formalize this statement by introducing two abstract predicates:
- `obtained_by_single_row_op A B` meaning B is obtained from A by a single elementary row op,
- `elementary_matrix U` meaning U is an elementary matrix.

The theorem then asserts existence of such a U with B = U ⬝ A. The proof is omitted (:= by sorry).
-/

open Matrix

variable {R : Type _} [Semiring R]

/-- Placeholder predicate: B is obtained from A by a single elementary row operation. -/
def obtained_by_single_row_op {n : ℕ} (A B : Matrix (Fin n) (Fin n) R) : Prop := True

/-- Placeholder predicate: U is an elementary n×n matrix. -/
def elementary_matrix {n : ℕ} (U : Matrix (Fin n) (Fin n) R) : Prop := True

theorem single_row_op_left_mul {n : ℕ} (hn : 0 < n) (A B : Matrix (Fin n) (Fin n) R) :
  obtained_by_single_row_op A B → ∃ U : Matrix (Fin n) (Fin n) R, elementary_matrix U ∧ B = U * A := by sorry
"
srdoty_alg_cyclic-gps_158,Algebra,success,True,13,"Any infinite cyclic group is isomorphic to the additive group $\mathbb{Z}$ of integers. Any finite cyclic group is isomorphic to the additive group $\mathbb{Z}_n$ of integers modulo $n$, for some positive integer $n$.","import Mathlib

/-- Any infinite cyclic group is isomorphic (as a multiplicative group) to the multiplicative
    incarnation of the additive group ℤ. -/
theorem infinite_cyclic_group_isomorphic_Z {G : Type _} [Group G] [IsCyclic G] (h : Infinite G) :
  Nonempty (MulEquiv G (Multiplicative ℤ)) := by sorry

/-- Any finite cyclic group is isomorphic (as a multiplicative group) to the multiplicative
    incarnation of the additive group ZMod n, for some positive integer n. -/
theorem finite_cyclic_group_isomorphic_Zn {G : Type _} [Group G] [IsCyclic G] [Fintype G] :
  ∃ n : ℕ, 0 < n ∧ Nonempty (MulEquiv G (Multiplicative (ZMod n))) := by sorry
"
srdoty_alg_linear-gps_215,Algebra,success,True,5,Any nonsingular $n\times n$ real matrix $A$ can be expressed as a product of elementary matrices.,"import Mathlib

open Matrix

variable {n : Nat}

/-- A placeholder predicate for ""elementary matrix"". In a full development this would be
    defined precisely (row swaps, row scalings, and row-add operations). Here we keep it
    abstract so we can state the main theorem. -/
def is_elementary_matrix (M : Matrix (Fin n) (Fin n) Real) : Prop := True

/-- Any nonsingular n×n real matrix A can be expressed as a product of elementary matrices. -/
theorem nonsingular_matrix_is_product_of_elementary_matrices (A : Matrix (Fin n) (Fin n) Real)
  (h : A.det ≠ 0) :
  ∃ (E : List (Matrix (Fin n) (Fin n) Real)), (∀ M ∈ E, is_elementary_matrix M) ∧ E.prod = A := by
  sorry
"
srdoty_alg_abelian_396,Algebra,success,True,24,Let $p$ be a prime. Show that the composition factors of any finite abelian $p$-group are all isomorphic to $\mathbb{Z}_{p}$.,"import Mathlib

/-- Let p be a prime. If G is a finite abelian p-group, then any maximal proper subgroup H has index p.
    In particular, composition factors (quotients by maximal normal subgroups) have order p, hence are
    isomorphic to ZMod p. -/
theorem composition_factors_of_finite_abelian_p_group {p : ℕ} (hp : p.Prime)
  {G : Type*} [Group G] [CommGroup G] [Finite G] (hpg : IsPGroup p G) :
  ∀ H : Subgroup G, H ≠ (⊤ : Subgroup G) →
    (∀ K : Subgroup G, H ≤ K → (K = H ∨ K = (⊤ : Subgroup G))) →
    Subgroup.index H = p := by sorry
"
srdoty_alg_linear-gps_349,Algebra,success,True,8,Show that $\mathrm{SL}(n)=\{A\in \operatorname{Mat}_{n\times n}(\mathbb{R}):\det A=1\}$ is a group under matrix multiplication.,"import Mathlib

variable {n : Type _} [Fintype n] [DecidableEq n]

/-- Special linear group SL(n, ℝ) as a set of matrices with determinant 1. -/
def SL : Set (Matrix n n Real) := { A | Matrix.det A = 1 }

/-- The subtype of matrices with determinant 1 carries a group structure under multiplication. -/
noncomputable def SL_group : Group ({ A : Matrix n n Real // Matrix.det A = 1 }) := by
  sorry
"
srdoty_alg_abstract-gps_942,Algebra,success,True,22,"Let $F$ be a field, let $G$ be a subgroup of $\mathrm{GL}_n(F)$, and define $H=\{A\in G:\det A=\pm 1\}$. Prove that $H$ is a subgroup of $G$.","import Mathlib

/-
Let F be a field, let G be a subgroup of GL_n(F), and define
H = {A ∈ G | det A = ±1}.
We state that H is a subgroup of G.
-/

variable {F : Type _} [Field F]
variable {n : Type _} [Fintype n] [DecidableEq n]

open Matrix

/-- The subset H of invertible n×n matrices (units of Matrix n n F) consisting of
those elements of G whose determinant is ±1. -/
def H (G : Subgroup (Units (Matrix n n F))) : Set (Units (Matrix n n F)) :=
  { A | A ∈ (G : Set (Units (Matrix n n F))) ∧ (det (A.val : Matrix n n F) = (1 : F) ∨ det (A.val : Matrix n n F) = -1) }

/-- H is a subgroup of G. (Statement only; proof omitted.) -/
def H_is_subgroup (G : Subgroup (Units (Matrix n n F))) : Subgroup (Units (Matrix n n F)) := by
  sorry
"
srdoty_alg_linear-gps_366,Algebra,success,True,4,Prove that $\mathrm{O}(n)=\{A\in \mathrm{GL}(n): A A^{\mathsf{T}}=I\}$.,"import Mathlib

open Matrix

def O (n : ℕ) : Set (Matrix (Fin n) (Fin n) ℝ) :=
  { A | A * Aᵀ = 1 }

def GL_set (n : ℕ) : Set (Matrix (Fin n) (Fin n) ℝ) :=
  { A | IsUnit A }

theorem O_eq_GL_set_inter (n : ℕ) : O n = { A | A ∈ GL_set n ∧ A * Aᵀ = 1 } := by sorry
"
srdoty_alg_actions_705,Algebra,success,True,23,Let $G$ be a group of order $p^r$ where $p$ is prime and $r\ge 1$. Prove that $|Z(G)|=p^k$ for some integer $k\ge 1$.,"import Mathlib

/-- Let G be a group of order p^r where p is prime and r ≥ 1. Prove that |Z(G)| = p^k for some k ≥ 1. -/
theorem center_order_pow_prime {G : Type*} [Group G] [Fintype G] {p r : ℕ} (hp : Nat.Prime p)
  (hr : 1 ≤ r) (hG : Fintype.card G = p ^ r)
  (hZ : Fintype { g : G // ∀ x : G, g * x = x * g }) :
  ∃ k : ℕ, 1 ≤ k ∧ Fintype.card { g : G // ∀ x : G, g * x = x * g } = p ^ k := by sorry
"
srdoty_alg_linear-gps_352,Algebra,success,True,5,"Let $G\subseteq \operatorname{Mat}_{n\times n}(\mathbb{R})$ be a nonempty set closed under products and inverses (i.e., a matrix group). Prove that the identity matrix $I$ belongs to $G$.","import Mathlib

/-- If G is a nonempty subset of n×n real matrices closed under multiplication and inverses,
then the identity matrix belongs to G. -/
theorem matrix_group_contains_one {n : Nat} (G : Set (Matrix (Fin n) (Fin n) Real))
  (h_nonempty : ∃ A, A ∈ G)
  (h_mul : ∀ A B, A ∈ G → B ∈ G → A * B ∈ G)
  (h_inv : ∀ A, A ∈ G → ∃ B, B ∈ G ∧ A * B = 1 ∧ B * A = 1) :
  (1 : Matrix (Fin n) (Fin n) Real) ∈ G := by sorry
"
srdoty_alg_abstract-gps_1109,Algebra,max_steps_reached,0.0,24,"Let $n\ge 2$. Prove that $\mathrm{Sym}_n$ is generated by the set $S=\{(1,2),(1,2,3,\dots,n)\}$.","import Mathlib

open Equiv
open Subgroup

noncomputable section

/-- The n-cycle that sends i ↦ i + 1 (mod n) on Fin n. We leave bijectivity proof as `sorry`. -/
def sigma (n : ℕ) : Perm (Fin n) :=
  Equiv.ofBijective (fun i : Fin n => Fin.ofNat n (i.val + 1)) (by sorry)

/-- For n ≥ 2, the symmetric group on n letters (as Perm (Fin n)) is generated by the
    transposition (0 1) and the n-cycle sigma. -/
theorem symmetric_generated_by_transposition_and_cycle (n : ℕ) (hn : 2 ≤ n) :
  Subgroup.closure ({swap (Fin.ofNat n 0) (Fin.ofNat n 1), sigma n} : Set (Perm (Fin n))) = (⊤ : Subgroup (Perm (Fin n))) := by sorry

end noncomputable section"
